0.000000000000000000e+00,0.000000000000000000e+00,8.661652963036131636e-01,5.878728443409400595e-02,0.000000000000000000e+00,5.508947615935769898e-02,0.000000000000000000e+00,1.588177902595541702e-02,0.000000000000000000e+00,2.763622548146681124e-02
1.874577201439614038e+00,0.000000000000000000e+00,8.133981212144094641e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.632174919997474327e-01
1.463400851408754780e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.613927461807303262e-06,0.000000000000000000e+00,1.254354352402367729e-05,0.000000000000000000e+00,3.866568315191558098e-06,0.000000000000000000e+00,7.008529189957569960e-02
2.748842748268289166e-04,0.000000000000000000e+00,1.126136647158742621e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.963283612218917180e-05,0.000000000000000000e+00,2.464538037783060020e-01,0.000000000000000000e+00,8.728710580063964164e-01
1.930626962107476544e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.834094934679769695e+00,0.000000000000000000e+00,7.311600112139029495e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.444942183356011545e-02
4.303747901184276311e-04,0.000000000000000000e+00,9.764638292092525651e-01,2.865463898848200630e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.818158404157613095e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.925256977819984894e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.149563191733372403e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.749420212304986686e-05,0.000000000000000000e+00,1.925905823636195668e+00,1.078276775904304024e-04,0.000000000000000000e+00,3.025269115292260249e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.128919906984739929e-02
2.185040498004983678e-01,0.000000000000000000e+00,8.141641481381937107e-01,4.516632539789821044e-01,0.000000000000000000e+00,2.415656158915072405e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.851349692957024728e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
