0.000000000000000000e+00,0.000000000000000000e+00,1.508402451675745937e+00,3.682385444459666118e-02,0.000000000000000000e+00,1.033848607744341369e-05,0.000000000000000000e+00,1.417361915610655123e-04,0.000000000000000000e+00,4.000393200124473525e-01
1.804767819379198945e+00,0.000000000000000000e+00,1.242473600116009047e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.853941488296946438e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.821369237607926198e-07,0.000000000000000000e+00,0.000000000000000000e+00,8.254130203110736710e-07,0.000000000000000000e+00,1.647611733127823420e-07,0.000000000000000000e+00,7.710747566261246660e-08,0.000000000000000000e+00,1.560857383185898506e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.546300065233558119e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.136738036153927184e-06,0.000000000000000000e+00,1.706916809109340349e-01,0.000000000000000000e+00,6.197078416326624595e-01
1.161140076739232974e-01,0.000000000000000000e+00,5.325226831612271949e-01,1.983675439007104302e+00,0.000000000000000000e+00,9.402997474920945509e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140570619031269078e-01,0.000000000000000000e+00,1.970443377941800911e+00,2.876661523648731955e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.642260155677973538e-02,0.000000000000000000e+00,1.951834694766541256e+00
1.802501061842374388e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.874222651030487047e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.133180980673476723e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.732170769647313827e-02,0.000000000000000000e+00,3.185552376155861065e+00,1.222481046567538976e-05,0.000000000000000000e+00,1.749873852800345846e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.935067331203865537e-01
9.241171366581929503e-02,0.000000000000000000e+00,1.625392867476286973e+00,4.590524292129632422e-01,0.000000000000000000e+00,2.699194009810290673e-01,0.000000000000000000e+00,4.877426659682196353e-01,0.000000000000000000e+00,1.100051463460303414e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
